#,Subjectivism_cc,Counterculture - 4 - Subjectivism,"(The Culture War) (placeholder) VIRTUES: Intuition, Sensitivity, Spontaneity --- VICES: Holism, Impulsivity, Irrationalism, Neuroticism, Superstition, Skepticism, Magical Thinking, Obscurantism",,The situation in back to normal
#,Anarchism_cc,Counterculture - 5 - Anarchism,"(The Culture War) (placeholder) VIRTUES: Liberty, Laissez-Faire, Emancipation --- VICES: Chaos, Law of the Jungle",,
#,Authoritarianism_cc,Counterculture - 5 - Authoritarianism,"(The Culture War) (placeholder) VIRTUES: Control, Safety --- VICES: Statalism, Oppression",,
#,Isolationism_cc,Counterculture - 6 - Isolationism,"(The Culture War) (placeholder) VIRTUES: Community, Stability, Autonomy --- VICES: Autarky, Insularity",,
#,Globalism_cc,Counterculture - 6 - Globalism,"(The Culture War) (placeholder) VIRTUES: Growth, Flow, Syncretism --- VICES: ",,
#,Militarism_cc,Counterculture - 7 - Militarism,"(The Culture War) (placeholder) VIRTUES: Power, Ambition, Conquest --- VICES: Subjugation, Imperialism",,
#,Pacifism_cc,Counterculture - 7 - Pacifism,"(The Culture War) (placeholder) VIRTUES: Dialogue, Understanding --- VICES: Naivete, Complacency, Harmlessness",,
,,,,,
#,CulturalHeritageGermany,Cultural Heritage - Germany,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritageCanada,Cultural Heritage - Canada,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritageSouthKorea,Cultural Heritage - South Korea,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritageEU,Cultural Heritage - EU,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritageUK,Cultural Heritage - UK,(The Culture War) (placeholder) ,,The situation in back to normal
,DLC,,,,
#,CulturalHeritageBrazil,Cultural Heritage - Brazil,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritageSwitzerland,Cultural Heritage - Switzerland,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritageTurkey,Cultural Heritage - Turkey,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritagePoland,Cultural Heritage - Poland,(The Culture War) (placeholder) ,,The situation in back to normal
,MISSING COUNTRIES,,,,
#,CulturalHeritageItaly,Cultural Heritage - Italy,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritageUSA,Cultural Heritage - USA,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritageChina,Cultural Heritage - China,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritageFrance,Cultural Heritage - France,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritageRussia,Cultural Heritage - Russia,(The Culture War) (placeholder) ,,The situation in back to normal
#,CulturalHeritageJapan,Cultural Heritage - Japan,(The Culture War) (placeholder) ,,
#,CulturalHeritageAustralia,Cultural Heritage - Australia,(The Culture War) (placeholder) ,,
,,,,,
#,TrackerCultural,Tracker - Cultural,(The Culture War) (placeholder) Group: current cultural levels,,
,TrackerEmotion,Tracker - Emotion,(The Culture War) (placeholder) Group: current emotive levels,,
#,TrackerIdeology,Tracker - Ideology and Counterculture,(The Culture War) (placeholder) Group: current live ideologies and countercultures,,
,,,,,
,,,,,
,Stoicism,Stoicism,"While an apathetic society may be an indication of a compromised ""immune system"", it's surelly easier to govern, provided its leadership knows which problems are still there, even if nobody is making a fuss about them. You may even find difficult to convince anybody that there's anything that can be done. Live long and prosper!",,
